ST	penA	mtrR	porB	ponA	gyrA	parC	23S
5317	5.002	356	1	1	7	3	100
5318	2.001	15	1	1	100	2	100
5319	3.003	39	11	100	100	100	100
5320	34.007	40	100	100	100	2	100
5321	1.001	6	100	100	100	1	100
5322	18.001	36	9	1	2	24	100
5323	2.001	1	1	1	7	138	100
5324	2.002	18	14	100	7	41	100
5325	34.007	38	100	1	7	4	100
5326	2.001	89	1	100	7	3	100
5327	2.002	122	14	100	7	6	100
5328	43.002	39	100	100	7	6	100
5329	2.001	407	1	100	7	3	100
5330	1.019	5	100	100	100	1	100
5331	34.007	523	1	100	7	6	100
5332	2.001	89	1	100	100	100	100
5333	19.001	378	12	1	7	26	100
5334	2.001	1	3	100	7	3	100
5335	103.002	38	12	1	7	15	100
5336	12.004	1	100	1	1	3	100
5337	5.002	40	1	1	7	100	100
5338	22.001	14	14	100	100	2	100
5339	2.001	9	100	100	7	3	100
5340	17.001	122	3	1	7	3	100
5341	260.001	222	14	1	7	3	100
5342	5.002	122	13	1	7	188	100
5343	5.002	521	14	1	7	3	100
5344	72.001	9	1	100	7	3	100
5345	2.002	554	1	1	100	2	100
5346	22.001	559	4	1	100	2	100
5347	100.001	556	14	100	100	1	100
5348	2.002	555	8	100	100	2	100
5349	22.001	559	14	1	100	2	100
5350	100.018	560	14	100	100	1	100
5351	100.019	54	100	100	100	2	100
5352	100.018	557	14	100	100	1	100
5353	2.001	48	13	1	7	20	100
5354	19.001	301	100	1	7	3	100
5355	19.001	38	13	1	7	1	2
5356	14.001	9	1	100	100	1	100
5357	5.001	1	8	1	7	3	2
5358	5.002	39	3	1	7	3	2
5359	34.007	1	100	100	7	3	2
5360	60.002	40	4	1	7	4	100
5361	100.001	586	14	100	6	184	100
5362	5.002	1	13	1	1	104	2
5363	103.002	38	100	1	7	20	100
5364	2.002	38	4	1	7	3	1
5365	2.001	39	100	100	7	4	2
5366	9.001	15	1	100	100	2	100
5367	2.006	14	19	100	100	1	100
5368	14.001	10	13	100	7	19	10
5369	21.001	49	13	100	7	20	100
5370	19.001	5	12	1	7	15	100
5371	34.007	54	13	100	7	20	100
5372	34.007	40	100	100	7	4	2
5373	14.001	19	3	1	7	3	2
5374	236.001	39	3	100	7	4	100
5375	2.001	587	14	100	7	3	100
5376	21.001	1	11	1	7	8	100
5377	2.002	588	3	100	7	3	100
5378	44.001	130	3	100	100	2	100
5379	22.001	589	100	100	100	7	100
5380	93.001	590	3	100	100	100	100
5381	2.002	89	100	100	7	189	100
5382	14.001	130	1	1	100	2	100
5383	38.002	39	11	100	100	100	100
5384	2.002	89	14	100	1	22	1
5385	11.001	54	100	100	21	20	100
5386	2.001	1	81	100	7	3	100
5387	2.001	39	1	100	1	22	1
5388	2.002	591	1	100	100	7	100
5389	264.001	40	1	100	7	4	100
5390	60.001	592	14	100	7	4	100
5391	2.002	216	100	100	7	4	6
5392	9.001	10	3	100	2	46	100
5393	2.001	39	1	100	7	4	65
5394	198.004	587	14	100	7	3	100
5395	43.002	122	1	100	7	100	100
5396	266.001	39	3	100	100	100	100
5397	2.001	594	13	1	7	3	100
5398	72.001	19	12	1	1	10	100
5399	34.033	15	1	100	100	7	6
5400	60.001	10	13	100	7	4	100
5401	34.001	9	3	100	7	3	100
5402	18.001	1	100	1	7	2	100
5403	14.001	39	12	100	100	100	100
5404	5.002	222	1	1	7	3	2
5405	60.001	19	4	1	7	9	100
5406	60.001	19	12	1	7	3	100
5407	166.001	40	12	100	7	4	100
5408	34.019	307	12	1	7	3	100
5409	1.001	222	11	1	7	3	100
5410	266.001	1	11	1	1	9	100
5411	5.002	222	11	1	7	3	100
5412	22.001	5	14	100	100	7	100
5413	2.001	40	1	1	7	3	1
5414	2.001	40	14	1	7	3	100
5415	14.001	39	35	100	100	100	100
5416	2.002	598	100	100	7	4	100
5417	22.001	76	13	1	1	49	2
5418	247.001	222	1	1	7	3	100
5419	268.001	122	13	100	7	3	100
5420	2.001	1	1	1	100	2	12
5421	269.001	361	100	100	100	2	100
5422	3.003	593	100	100	7	100	100
5423	5.002	597	14	1	7	3	100
5424	5.022	1	13	1	1	3	2
5425	76.006	25	3	100	100	100	1
5426	1.005	5	100	100	100	1	80
5427	101.001	600	8	1	2	4	2
5428	14.001	130	14	1	100	2	100
5429	14.001	274	14	1	7	3	100
5430	14.001	512	100	100	100	7	100
5431	15.001	15	100	100	100	2	100
5432	15.001	5	100	100	63	2	100
5433	19.001	261	14	1	7	3	100
5434	19.001	40	1	1	7	3	2
5435	19.001	47	3	1	7	191	100
5436	19.001	54	100	1	7	55	100
5437	2.001	1	1	1	100	190	100
5438	2.001	1	1	1	100	2	6
5439	2.001	1	13	100	7	3	100
5440	2.001	274	1	100	100	100	100
5441	2.001	39	11	100	7	4	12
5442	2.001	40	1	1	7	1	100
5443	2.001	54	3	100	1	10	100
5444	2.001	570	100	100	100	100	100
5445	2.001	9	3	100	7	100	100
5446	2.068	9	3	100	100	100	100
5447	2.069	9	8	100	100	100	100
5448	267.001	39	11	100	7	4	100
5449	34.001	136	11	1	1	3	100
5450	5.002	122	8	100	7	3	100
5451	5.002	5	14	1	7	3	100
5452	68.001	596	100	100	1	2	100
5453	9.009	39	100	100	100	100	100
5454	2.002	163	100	100	1	102	100
5455	2.002	40	13	100	7	7	100
5456	2.002	54	13	100	5	7	100
5457	9.001	10	8	100	2	46	1
5458	5.023	122	3	1	7	3	100
5459	2.001	39	3	100	64	100	100
5460	2.001	39	1	100	100	100	2
5461	44.001	122	3	1	1	10	100
5462	2.001	9	1	100	22	100	100
5463	2.001	9	100	100	100	175	100
5464	34.001	381	1	100	7	3	5
5465	34.001	407	1	1	7	3	100
5466	34.007	122	100	100	7	6	100
5467	34.007	305	100	100	7	6	100
5468	34.007	40	100	100	7	2	100
5469	43.002	122	100	100	7	192	100
5470	5.002	122	3	1	7	3	6
5471	5.002	122	1	100	7	143	100
5472	5.002	222	1	100	7	143	100
5473	5.002	274	14	1	7	3	100
5474	5.002	39	3	100	100	100	100
5475	5.002	446	1	1	7	3	100
5476	93.001	259	1	100	100	100	100
5477	93.001	259	3	100	100	100	12
5478	94.001	599	100	100	10	2	2
5479	14.001	130	3	100	100	2	2
5480	2.002	9	1	100	100	2	100
5481	34.007	122	13	100	7	3	100
5482	34.007	122	8	100	7	6	100
5483	43.002	122	9	100	7	6	100
5484	43.002	39	1	100	7	4	100
5485	43.002	39	11	100	7	4	100
5486	5.002	122	1	1	7	6	100
5487	9.001	10	8	100	2	46	13
5488	34.007	40	100	1	7	4	100
5489	22.001	10	14	100	1	22	100
5490	2.07	39	11	100	100	100	100
5491	14.021	130	3	100	100	2	100
5492	2.001	9	3	100	1	3	2
5493	5.002	122	14	1	47	3	100
5494	13.001	19	11	100	100	100	100
5495	5.002	40	100	1	7	4	100
5496	14.001	9	3	100	100	100	100
5497	2.001	1	1	1	100	45	100
5498	2.008	54	4	1	7	22	100
5499	2.001	203	1	1	100	1	100
5500	166.001	1	1	1	100	2	100
5501	2.054	1	1	1	100	2	100
5502	2.001	330	14	1	100	100	100
5503	2.001	330	1	1	100	100	100
5504	19.001	69	100	100	7	20	100
5505	166.001	402	6	100	7	4	100
5506	166.001	402	1	100	7	4	100
5507	166.001	42	100	100	10	2	100
5508	14.001	10	13	100	1	4	100
5509	2.001	42	14	1	100	1	100
5510	153.001	18	100	100	100	1	100
5511	69.001	89	13	100	7	26	100
5512	2.002	54	14	100	1	100	100
5513	2.002	105	100	100	100	2	100
5514	166.001	402	100	100	7	4	100
5515	166.001	40	14	100	7	4	100
5516	2.001	40	1	100	100	1	100
5517	34.007	54	13	100	7	4	100

